cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,eintexp,edepdom,edepfor,efrepp,ettlotmg,IDEOTHINT,esubnd
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","9/30/2018","11/14/2018","SM","304 High Street","DELMARVA BANCSHARES, INC.","6","0","0","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","676","676","","0","","0",""
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","9/30/2018","11/14/2018","NM","240 Salt Lick Road","BANC INVESTORS, LLC","1","0","0","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","736","623","","0","113","","0"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","9/30/2018","11/14/2018","SM","201 North Wilbur Ave","1ST UNITED BANCORPORATION, INC.","1","0","0","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","81","81","","0","","0",""
"16419","17301","419255","1055780","1st Bank & Trust","Broken Bow","OK","74728","9/30/2018","11/14/2018","SM","710 South Park Drive","SOUTHEASTERN BANCSHARES, INC.","4","0","0","8","1","Mccurtain","","","5/6/1946","5/6/1946","3/31/2006","Stock","0","1","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www/1stbankandtrust.com","417","417","","0","","0",""
"4122","0","350657","0","1st Bank in Hominy","Hominy","OK","74035","9/30/2018","11/14/2018","SM","117 North Price","","1","0","0","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","12/22/2016","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","128","128","","0","","0",""
"30367","5236","148470","0","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","9/30/2018","11/14/2018","SB","4301 Landis Avenue","","3","0","0","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","351","351","","0","","0",""
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","9/30/2018","11/14/2018","NM","2799 South 4th Avenue","WESTERN ARIZONA BANCORP, INC.","5","0","0","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","241","241","","0","","0",""
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","9/30/2018","11/14/2018","NM","124 South Walnut","C & M BANCSHARES, INC.","2","0","0","8","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","99","91","","8","","0",""
"58485","0","3594797","0","1st Capital Bank","Salinas","CA","93901","9/30/2018","11/14/2018","NM","150 Main St, # 150, Salinas,","","6","0","0","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","566","563","","0","","3",""
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","9/30/2018","11/14/2018","NM","1040 Haddon Avenue","1ST COLONIAL BANCORP, INC.","3","0","0","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","11/1/2012","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","2864","2851","","13","","0",""
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","9/30/2018","11/14/2018","NM","407 Third Street","ILLINOIS HOLDING CO.","2","0","0","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","267","253","","0","","14",""
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","9/30/2018","11/14/2018","NM","2650 Route 130","1ST CONSTITUTION BANCORP","20","0","0","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","4/11/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","5118","4542","","0","576","","0"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","9/30/2018","11/14/2018","NM","3956 West Dempster Street","FIRST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","624","521","","0","","103",""
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","9/30/2018","11/14/2018","NM","1330 Dundee Road","NORTHWEST EQUITY CORP.","1","0","0","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","347","347","","0","","0",""
"31410","6903","535575","0","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","9/30/2018","11/14/2018","SB","300 Robertson Boulevard","","2","0","0","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","147","124","","0","","23",""
"1673","0","526452","0","1st Financial Bank USA","Dakota Dunes","SD","57049","9/30/2018","11/14/2018","NM","331 N. Dakota Dunes Blvd.","","2","0","0","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","10904","9333","0","3","1568","","0"
"6646","8805","480723","0","1st National Bank","Lebanon","OH","45036","9/30/2018","11/14/2018","N","730 East Main Street","","10","0","0","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","876","819","","0","57","","0"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","9/30/2018","11/14/2018","SB","6920 220th St Sw, Suite 300","FS BANCORP, INC.","13","0","0","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","1/23/2016","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","5781","4500","","35","1246","","0"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","9/30/2018","11/14/2018","SM","100 North Michigan Street","1ST SOURCE CORPORATION","83","0","1","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","1/1/2012","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","27093","24287","","478","2328","","0"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","9/30/2018","11/14/2018","NM","4800 Fashion Sq Blvd, # 100","1ST STATE FINANCIAL, LTD.","4","0","0","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","646","439","","0","","207",""
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","9/30/2018","11/14/2018","NM","123 West Elm Street","FIRSTATE BANCORP, INC.","1","0","0","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","72","72","","0","","0",""
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","9/30/2018","11/14/2018","NM","125 Donald Lane","1ST SUMMIT BANCORP OF JOHNSTOWN, INC.","16","0","0","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.com","7077","6626","","1","383","","67"
"57869","0","3309393","0","1st Trust Bank, Inc.","Hazard","KY","41701","9/30/2018","11/14/2018","NM","24 Commerce Drive","","4","0","0","4","0","Perry","","","12/13/2004","12/13/2004","10/15/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","1604","1486","","0","","118",""
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","9/30/2018","11/14/2018","NM","430 4th St Nw","J & B FINANCIAL HOLDINGS, INC.","2","0","0","4","1","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","WWW.1stunited.com","246","244","","0","2","","0"
"9751","0","340256","3304343","21st Century Bank","Loretto","MN","55357","9/30/2018","11/14/2018","NM","699 North Medina Street","DOLPHIN FAMILY LIMITED PARTNERSHIP","8","0","0","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","2251","2246","","5","","0",""
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","9/30/2018","11/14/2018","NM","Peterson Air Force Base, 455","LITTLE LONDON BANCORP","5","0","0","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","791","791","","0","0","","0"
"27831","358","671370","0","A J Smith Federal Savings Bank","Midlothian","IL","60445","9/30/2018","11/14/2018","SA","14757 S Cicero Ave","","3","0","0","5","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","1/1/1924","12/3/1934","7/21/2011","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.ajsmithbank.com","488","455","","0","","33",""
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","9/30/2018","11/14/2018","NM","2815 Meredyth Drive","COMMUNITY CAPITAL BANCSHARES, INC.","4","0","0","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","865","452","","0","","413",""
"32257","8059","762773","0","Abacus Federal Savings Bank","New York","NY","10013","9/30/2018","11/14/2018","SA","6 Bowery","","6","0","1","4","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","1728","1728","","0","","0",""
"30332","5179","114774","0","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","9/30/2018","11/14/2018","SB","1212 Charity Street","","1","0","0","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","216","216","","0","0","","0"
"30619","5642","416272","0","Abbeville First Bank, SSB","Abbeville","SC","29620","9/30/2018","11/14/2018","SB","205 South Main St","","2","0","0","5","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","380","206","","0","","174",""
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","9/30/2018","11/14/2018","NM","401 East Spruce Street","ABBY BANCORP, INC.","6","0","0","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","1/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","3221","2759","","103","","359",""
"26549","0","117672","0","Abington Bank","Abington","MA","2351","9/30/2018","11/14/2018","SM","6 Harrison Avenue","","3","0","0","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1888","2/12/1986","10/1/2017","Non-Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.theabingtonbank.com","1349","1215","","0","","134",""
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","9/30/2018","11/14/2018","N","8551 N Boardwalk Avenue","DICKINSON FINANCIAL CORPORATION II","74","0","1","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","5/1/2017","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","7293","6152","","6","1135","","0"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","9/30/2018","11/14/2018","NM","323 S Grand Street","ALFALFA COUNTY BANCSHARES, INC.","3","0","0","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","834","602","","2","","230",""
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","9/30/2018","11/14/2018","NM","8712 West Dodge Road","3MV BANCORP, INC.","7","0","0","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","WWW.ACCESSBANK.COM","1792","1620","","0","172","","0"
"35189","0","2859903","3109904","Access National Bank","Reston","VA","20191","9/30/2018","11/14/2018","N","1800 Robert Fulton Drive, #","ACCESS NATIONAL CORPORATION","15","0","0","4","0","Fairfax","47900","Washington-Arlington-Alexandria, DC-VA-MD-WV","12/1/1999","12/1/1999","4/1/2017","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.AccessNationalBank.com","12592","9738","","41","2813","","0"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","9/30/2018","11/14/2018","NM","320 W Eagle Drive, # 100","ACCESS BANCORP, INC.","5","0","0","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","1986","1889","","17","","80",""
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","9/30/2018","11/14/2018","NM","16 Lincoln Square","ACNB CORPORATION","29","0","1","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","7/1/2017","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","1","http://www.acnb.com","4932","3681","","30","1221","","0"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","9/30/2018","11/14/2018","SM","315 North Spruce Street","ADAGE, LLC","19","0","1","2","0","Keith","","","2/26/1962","2/26/1962","3/31/2006","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.abtbank.com","4203","3702","","0","","501",""
"90140","12033","343903","0","Adams Community Bank","Adams","MA","1220","9/30/2018","11/14/2018","SB","2 Center Street","","8","0","0","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","2940","2191","","0","","749",""
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","9/30/2018","11/14/2018","NM","401 N. Smith Avenue","FIRST KENESAW COMPANY","2","0","0","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","West","0","1","http://www.adamscountybank.net","1557","604","","12","","941",""
"9812","0","332756","0","Adams State Bank","Adams","NE","68301","9/30/2018","11/14/2018","NM","649 Main Street","","1","0","0","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","West","0","1","www.adamsstate.com","239","167","","0","","72",""
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","9/30/2018","11/14/2018","SM","185 Genesee Street","ADIRONDACK BANCORP, INC.","18","0","0","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","2241","1781","","39","421","","0"
"27015","13964","541307","0","Admirals Bank","Boston","MA","2116","9/30/2018","11/14/2018","SA","579 Boylston Street","","2","0","1","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","1/1/1967","7/20/1987","1/1/2018","Stock","0","0","OCC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","www.admiralsbank.com","2909","2094","","0","","815",""
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","9/30/2018","11/14/2018","SM","130 East Main Street","ADRIAN BANCSHARES, INC.","3","0","0","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","459","459","","0","","0",""
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","9/30/2018","11/14/2018","NM","322 Maine Avenue","ADRIAN BUILDING CORPORATION","1","0","0","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","209","187","","4","","18",""
"18152","15877","438050","1066928","Advantage Bank","Oklahoma City","OK","73141","9/30/2018","11/14/2018","NM","8001 Ne 23rd Street","SPENCER BANCSHARES, INC.","2","0","0","4","1","Oklahoma","36420","Oklahoma City, OK","11/17/1913","2/15/1960","4/26/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.advantagebank.biz","276","276","","0","","0",""
"57072","0","2927615","0","Advantage Bank","Loveland","CO","80538","9/30/2018","11/14/2018","NM","1475 North Denver Avenue","","4","0","0","4","0","Larimer","22660","Fort Collins, CO","9/21/2000","9/21/2000","6/14/2016","Stock","0","0","FDIC","DIF","Dallas","KANSAS CITY","Denver","Kansas City","Western","Western","0","1","http://www.advantagebanks.com","1700","1493","","0","","207",""
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","9/30/2018","11/14/2018","NM","101 W Business County Rd. A","ADVANTAGE COMMUNITY BANCSHARES, INC.","4","0","0","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","410","385","","2","23","","0"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","9/30/2018","11/14/2018","N","500 Harwood Rd.","SBH MANAGER, LLC","4","0","0","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","1858","1577","","0","281","","0"
"57264","0","3118447","3118456","AFFINITY BANK","Atlanta","GA","30339","9/30/2018","11/14/2018","NM","400 Galleria Pkwy Se, # 900","ABB FINANCIAL GROUP, INC.","1","0","0","4","0","Cobb","12060","Atlanta-Sandy Springs-Roswell, GA","9/3/2002","9/3/2002","12/27/2017","Stock","0","0","FDIC","DIF","Atlanta","NEW YORK","Atlanta","Atlanta","Southern","Southeast","0","1","http://www.myaffinitybank.com","1709","1236","","17","456","","0"
"35267","14939","2909330","0","AIG Federal Savings Bank","Wilmington","DE","19809","9/30/2018","11/14/2018","SA","503 Carr Road, Suite 130","","1","0","0","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","7","7","","0","","0",""
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","9/30/2018","11/14/2018","NM","337 Phelps Avenue","AIM BANCSHARES, INC.","20","0","0","4","0","Lamb","","","9/19/1925","1/1/1934","4/27/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","6638","6573","","31","34","","0"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","9/30/2018","11/14/2018","NM","2170 Highland Avenue","ALAMERICA BANCCORP, INC.","1","0","0","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","241","163","","0","78","","0"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","9/30/2018","11/14/2018","NM","2225 Main Street","ALAMOSA BANCORPORATION, LTD.","2","0","0","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","283","283","","0","","0",""
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","9/30/2018","11/14/2018","N","3424 West Lawrence Avenue","ALBANK CORPORATION","4","0","0","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","3/31/2006","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albaybank.com","1873","1873","","0","","0",""
"17622","12071","388744","0","Alden State Bank","Alden","MI","49612","9/30/2018","11/14/2018","NM","Coy And Helena Streets","","4","0","0","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","327","327","","0","","0",""
"9831","0","414102","0","Alden State Bank","Alden","NY","14004","9/30/2018","11/14/2018","SM","13216 Broadway","","2","0","0","5","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","3/31/2006","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","817","725","","57","","35",""
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","9/30/2018","11/14/2018","N","401 Demers Avenue","ALERUS FINANCIAL CORPORATION","20","0","1","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","5812","4481","","1329","2","","0"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","9/30/2018","11/14/2018","NM","2400 Huntington Drive North","FIRST ALGONQUIN COMPANY","4","0","0","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","12/23/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","156","116","","1","","39",""
"20093","16002","25357","0","All America Bank","Oklahoma City","OK","73128","9/30/2018","11/14/2018","NM","200 South Rockwell Avenue","","7","0","0","2","1","Oklahoma","36420","Oklahoma City, OK","12/22/1969","12/22/1969","6/28/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","http://www.allamerica.bank","3004","2815","","31","","158",""
"58629","0","3579589","3744239","Allegiance Bank","Houston","TX","77040","9/30/2018","11/14/2018","NM","8727 W Sam Houston Pkwy N","ALLEGIANCE BANCSHARES, INC.","17","0","0","4","0","Harris","26420","Houston-The Woodlands-Sugar Land, TX","10/15/2007","10/15/2007","9/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.allegiancebank.com","18667","13231","","0","3752","","1684"
"10973","12291","166652","1127146","Alliance Bank","Lake City","MN","55041","9/30/2018","11/14/2018","NM","105 East Lyon Avenue","ALLIANCE FINANCIAL SERVICES, INC.","7","0","0","4","1","Wabasha","40340","Rochester, MN","1/1/1867","1/1/1934","9/4/2015","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.alliancebanks.com","1935","1772","","26","137","","0"
"197","9807","493741","1138405","Alliance Bank","Francesville","IN","47946","9/30/2018","11/14/2018","NM","101 West Montgomery Street","ALLIANCE BANCORP","7","0","0","2","1","Pulaski","","","7/3/1930","1/1/1934","8/17/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.myalliancebank.com","425","345","","15","","65",""
"12511","11730","21658","1126082","Alliance Bank","Mondovi","WI","54755","9/30/2018","11/14/2018","NM","245 South Eau Claire Street","GEBSCO, INC.","5","0","0","2","1","Buffalo","","","1/1/1900","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.alliancebank.us","831","818","","1","12","","0"
"34930","0","2694944","2695727","Alliance Bank","Topeka","KS","66614","9/30/2018","11/14/2018","NM","3001 Southwest Wanamaker Rd","NEW MILLENNIUM BANKSHARES, INC.","2","0","0","4","0","Shawnee","45820","Topeka, KS","9/3/1998","9/3/1998","2/20/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","Western","0","1","http://www.alliancebankks.com","280","280","","0","","0",""
